10001,2020-02-09 00:00,'1','200002','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',696936.24,0,0,696936.24,'Admin','1',,'XA-677 DRIVER SHAKEEL 8932KGS ','V',1,'HATTAR','01','500002','PURCHASE RTN A/C'
10002,2021-10-05 00:00,'1','200058','MUJADDAD LAHORE',,'LAHORE',3141400,0,0,3141400,'Waqas','1',,'Purch Invoice#1447','V',2,'LAHORE','01','500002','PURCHASE RTN A/C'
10003,2021-11-11 00:00,'1','100168','SHAFI SONS PACKAGES',,'GUJRAT',119720,0,0,119720,'HAMMAD','1',,'GTS-576(M IQBAL)','C',3,'GUJRAT','03','400002','SALE RTN A/C'
10004,2022-01-09 00:00,'1','100168','SHAFI SONS PACKAGES',,'GUJRAT',158400,0,0,239040,'Waqas','1',,'GTS-576 (RAZA SALEEM)','C',4,'GUJRAT','03','500002','PURCHASE RTN A/C'
10005,2022-01-11 00:00,'1','200046','A.Z PACKAGES',,,105300,0,0,105300,'HAMMAD','1',,'BILAL (GTE-6985)','V',5,,'01','500002','PURCHASE RTN A/C'
10006,2022-03-26 00:00,'1','200034','NEWAGE CHEMICALS',,,367530,0,0,367530,'HAMMAD','1',,,'V',6,,'01','500002','PURCHASE RTN A/C'
10007,2022-04-24 00:00,'1','200214',' LIAQUAT RUBBER ROLLER ',,,224160,0,0,224160,'HAMMAD','1',,'gts-576 (raza saleem)','V',7,,'01','500002','PURCHASE RTN A/C'
10008,2022-02-25 00:00,'1','200004','ABDULLAH ZAKI KARACHI','KARACHI','KARACHI',152000,0,0,152000,'HAMMAD','1',,'PACKING IN CAN- RETURN REASON','V',8,'KARACHI','01','500002','PURCHASE RTN A/C'
10009,2022-09-06 00:00,'1','200158','JAI MEDICOSE BOTTLE CAPS',,,144400,0,0,144400,'Waqas','1',,,'V',9,,'01','500002','PURCHASE RTN A/C'
10010,2022-12-13 00:00,'1','200161','HOUSE OF BOPP',,,532776.6,0,0,532776.6,'Waqas','1',,'LES-5435 SHAHZAD','V',10,,'01','400001','PURCHASE A/C'
10011,2022-12-13 00:00,'1','200019','NAEEM PACKAGES','JALIL CENTER 231 CIRCULAR ROAD OUTSIDE BHATTI GATE ','LAHORE',1,0,0,1,'Waqas','0',,'LES-5435 SHAHZAD','V',11,'LAHORE','01','400001','PURCHASE A/C'
10012,2023-01-10 00:00,'1','200123','HI TECH INKS',,,35190,0,0,35190,'Waqas','1',,'GTS-576 RAZA SALEEM','V',12,,'01','400001','PURCHASE A/C'
10013,2023-01-10 00:00,'1','200190','FH INK & CHEMICALS (PVT) LTD','LAHORE','LAHORE',276088,0,6,276083,'Waqas','1',,'GTS-576 RAZA SALEEM','V',13,'LAHORE','01','400001','PURCHASE A/C'
10014,2023-01-18 00:00,'1','200211','ARSLAN BOPP MATT',,,151620,0,0,151620,'Waqas','1',,'GTS-576 RAZA SALEEM','V',14,,'01','400001','PURCHASE A/C'
10015,2023-03-07 00:00,'1','200190','FH INK & CHEMICALS (PVT) LTD','LAHORE','LAHORE',145266,0,0,148860,'HAMMAD','1',,'GTS-576 RAZA','V',15,'LAHORE','01','400001','PURCHASE A/C'
10016,2023-03-09 00:00,'1','100649','TOMATO SOAP (IMRAN)','GUJRANWALA','GUJRANWALA',9.51,0,9.5,.01,'HAMMAD','1',,'GTS-576 RAZA','C',16,'GUJRANWALA','01','400001','PURCHASE A/C'
10017,2023-04-17 00:00,'1','200165','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',334112,0,0,334112,'Waqas','1',,'shahzad les 5435','V',17,'LAHORE','01','500002','PURCHASE RTN A/C'
10018,2023-05-20 00:00,'1','200233','HAJI MEHMOOD SULPHONIC',,,482487.5,0,0,494450,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',18,,'01','500002','PURCHASE RTN A/C'
10019,2023-05-21 00:00,'1','200207','GLOBAL INKS & CHEMICALS (PVT) LTD',,,94653,0,0,94653,'Waqas','1',,'GTS-576 (RAZA SALEEM)','V',19,,'01','500002','PURCHASE RTN A/C'
10020,2023-05-23 00:00,'1','200165','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',471016.2,0,0,471016.2,'Waqas','1',,'LXC-6137 (SAEED) 7REELS','V',20,'LAHORE','01','500002','PURCHASE RTN A/C'
10021,2023-05-27 00:00,'1','200123','HI TECH INKS',,,210400,0,0,210400,'Waqas','1',,'GTS-576 (RAZA SALEEM)','V',21,,'01','500002','PURCHASE RTN A/C'
10022,2023-06-06 00:00,'1','200190','FH INK & CHEMICALS (PVT) LTD','LAHORE','LAHORE',162000,0,0,162000,'Waqas','1',,'LES-5435 (SHAHZAD)','V',22,'LAHORE','01','500002','PURCHASE RTN A/C'
10025,2023-07-22 00:00,'1','200025','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',82512,0,0,82512,'Waqas','1',,'XB021 MOHSIN','V',25,'DINGA','01','500002','PURCHASE RTN A/C'
10026,2023-08-20 00:00,'1','200049','PUNJAB PACKAGES LHR',,'LAHORE',184500,0,0,184500,'Adeel','1',,,'V',26,'LAHORE','01','500002','PURCHASE RTN A/C'
10027,2023-08-28 00:00,'1','200196','PACKING SOLUTION(TAHIR SB)','GUJRAT','GUJRAT',15180,0,0,15180,'Waqas','1',,,'V',27,'GUJRAT','01','500002','PURCHASE RTN A/C'
10028,2023-08-29 00:00,'1','200123','HI TECH INKS',,,731625,0,0,731625,'Waqas','1',,'GTS-576 (RAZA SALEEM)','V',28,,'01','500002','PURCHASE RTN A/C'
10029,2023-09-26 00:00,'1','200165','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',249600,0,0,249600,'Waqas','1',,'LES-5435 (SHAHZAD)','V',29,'LAHORE','01','400002','SALE RTN A/C'
10030,2023-10-09 00:00,'1','200222','FEROZ PAPER MILLS',,,665955,0,0,665955,'Adeel','1',,'GTC-355 (0303-9621164)','V',30,,'01','500002','PURCHASE RTN A/C'
10032,2023-11-06 00:00,'1','200165','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',34640,0,0,34640,'Waqas','1',,'LES-5435 (SHAHZAD)','V',32,'LAHORE','03','400002','SALE RTN A/C'
10034,2023-12-12 00:00,'1','200245','CONVERSION PACKAGES','SUNDAR ESTATE,','LAHORE',189310,0,0,189310,'Adeel','1',,,'V',34,'LAHORE','01','500002','PURCHASE RTN A/C'
10035,2024-01-31 00:00,'1','100036','SAIF BROTHERS RAILWAY ROAD GUJRAT','GUJRAT','GUJRAT',12000,0,0,12000,'Waqas','1',,,'C',35,'GUJRAT','01','500002','PURCHASE RTN A/C'
10036,2024-03-06 00:00,'1','200203','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',2,0,1.99,.01,'Waqas','1',,'RAZA SALEEM (GTS-576)','V',36,'FAISALABAD','01','500002','PURCHASE RTN A/C'
